sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Imp,7358,639009.92,99.8,93,713,9.69,2779,37.77,2634,35.8,1232,16.74,2323,31.57,1,1,1,1,1,1,1,0,0,0,0,7,125,211,370,2003,2319,1634,689
Bat,7976,681164.55,99.8,93,1643,20.6,3028,37.96,2203,27.62,1102,13.82,1999,25.06,1,3,2,3,2.33,1,1,0,0,0,0,0,21,347,1275,2391,1943,1343,656
EPl,7976,689793.46,99.7,93,896,11.23,3076,38.57,2765,34.67,1239,15.53,2301,28.85,5,2,3.5,2,3,1,1,0,0,0,0,0,131,288,477,2192,2587,1613,688
PFr,7976,654969.41,99.8,93,2976,37.31,2622,32.87,1584,19.86,794,9.95,1482,18.58,1,6,3.5,4,3.67,1,1,0,0,0,0,364,349,577,1686,2155,1363,1023,459
War,7976,664592.93,99.8,93,2083,26.12,3403,42.67,1506,18.88,984,12.34,1402,17.58,1,4,2.5,7,4,1,1,0,0,0,4,286,431,561,801,2431,2060,682,720
EWa,7358,611058.15,99.58,93,2254,30.63,2679,36.41,1684,22.89,741,10.07,1443,19.61,10,5,7.5,5,6.67,2,5,0,0,0,0,73,427,676,1078,2107,1554,1001,442
Fla,7976,646865.66,99.7,93,3440,43.13,2423,30.38,1528,19.16,585,7.33,1214,15.22,5,9,7,10,8,2,5,0,0,0,0,442,425,825,1748,1894,1428,870,344
SBl,7976,650040.71,99.67,93,3307,41.46,2446,30.67,1596,20.01,627,7.86,1285,16.11,8,8,8,8,8,2,2,0,0,0,0,375,371,857,1704,1896,1488,919,366
Thi,7976,668142.66,99.55,93,1791,22.45,3383,42.41,2144,26.88,658,8.25,1431,17.94,12,7,9.5,6,8.33,2,5,0,0,0,0,47,339,579,826,2539,2215,1099,332
Whi,7976,637305.53,99.7,93,3341,41.89,2979,37.35,1116,13.99,540,6.77,992,12.44,5,10,7.5,11,8.67,2,2,0,0,1,286,642,345,450,1617,2522,1121,687,305
Jug,7976,663750.67,99.5,93,1990,24.95,3412,42.78,2045,25.64,529,6.63,1236,15.5,13,11,12,9,11,2,5,0,0,0,0,45,421,657,867,2533,2217,975,261
Pow,7976,632456.12,99.66,93,3639,45.62,2790,34.98,1077,13.5,470,5.89,876,10.98,9,15,12,13,12.33,2,2,0,0,1,302,679,373,568,1716,2364,1097,648,228
Dag,6314,503915.78,99.46,93,2533,40.12,2717,43.03,662,10.48,402,6.37,661,10.47,14,12,13,17,14.33,3,0,0,0,10,178,379,517,454,995,2212,908,397,264
Swo,6314,504471.61,99.46,93,2520,39.91,2728,43.21,664,10.52,402,6.37,661,10.47,14,12,13,17,14.33,3,0,0,0,6,178,360,511,460,1005,2205,928,397,264
Sup,7358,594892.67,99.2,93,3003,40.81,2558,34.76,1347,18.31,450,6.12,922,12.53,24,14,19,12,16.67,3,0,0,0,0,0,211,615,903,1274,2020,1413,688,234
Stu,7358,598833.07,99.37,93,2665,36.22,2810,38.19,1566,21.28,317,4.31,841,11.43,20,17,18.5,15,17.33,3,0,0,0,0,0,73,636,906,1050,2122,1730,686,155
All,7358,574496.46,99.57,93,3616,49.14,2726,37.05,745,10.13,271,3.68,562,7.64,11,20,15.5,23,18,3,0,0,0,9,265,605,643,813,1281,2290,890,444,118
Smi,7976,628263,99.39,93,4254,53.34,2206,27.66,1209,15.16,307,3.85,749,9.39,19,19,19,16,18,3,0,0,0,0,16,624,674,1272,1668,1728,1245,641,108
Mai,7358,593246.1,99.2,93,3073,41.76,2558,34.76,1310,17.8,417,5.67,869,11.81,24,16,20,14,18,3,0,0,0,0,0,232,650,910,1281,2002,1414,642,227
Sun,7976,617386.54,99.42,93,4467,56.01,2300,28.84,951,11.92,258,3.23,584,7.32,17,21,19,22,20,3,0,0,0,16,381,735,560,1041,1734,1881,1044,453,131
FaL,7358,584198.12,99.08,93,3545,48.18,2373,32.25,1135,15.43,305,4.15,644,8.75,26,18,22,21,21.67,4,0,0,0,0,16,315,808,1036,1370,1896,1273,513,131
Cal,7976,613465.34,99.4,93,4789,60.04,2025,25.39,935,11.72,227,2.85,548,6.87,18,24,21,24,22,4,0,0,0,11,446,740,563,1164,1865,1595,1044,439,109
Tel,7976,610282.81,99.43,93,4616,57.87,2452,30.74,726,9.1,182,2.28,469,5.88,16,26,21,26,22.67,4,0,0,0,33,373,786,859,995,1570,2115,776,390,79
Tou,7976,641768.41,98.98,93,3196,40.07,3122,39.14,1429,17.92,229,2.87,661,8.29,28,23,25.5,17,22.67,4,0,0,0,0,0,119,780,1076,1221,2398,1721,558,103
Sur,7358,592789.68,98.98,93,2960,40.23,2808,38.16,1365,18.55,225,3.06,650,8.83,28,22,25,20,23.33,4,0,0,0,0,0,106,698,1008,1148,2156,1592,547,103
Cle,7976,615824.89,99.33,93,4799,60.17,2077,26.04,904,11.33,196,2.46,525,6.58,21,25,23,25,23.67,4,0,0,0,1,394,486,634,1434,1850,1630,1022,458,67
Per,7976,607695.44,99.27,93,4915,61.62,2135,26.77,749,9.39,177,2.22,439,5.5,23,27,25,27,25.67,4,0,0,0,32,428,791,747,1210,1707,1696,926,382,57
Thr,7976,606642.29,99.29,93,5130,64.32,1891,23.71,787,9.87,168,2.11,435,5.45,22,28,25,28,26,6,0,0,0,27,470,768,687,1330,1848,1475,936,374,61
FaH,7358,581825.21,98.84,93,3554,48.3,2664,36.21,1002,13.62,138,1.88,427,5.8,30,31,30.5,29,30,6,0,0,0,0,0,211,883,1142,1318,2097,1280,366,61
OnG,7976,612427.48,98.8,93,4622,57.95,2421,30.35,829,10.39,104,1.3,335,4.2,31,32,31.5,30,31,6,0,0,0,0,28,722,1290,1295,1287,1936,1083,284,51
Eag,7358,548712.78,99.01,93,4999,67.94,1735,23.58,576,7.83,48,0.65,193,2.62,27,35,31,34,32,6,0,0,0,42,394,914,1045,1106,1498,1482,684,176,17
Mac,6314,468716.73,98.19,93,4214,66.74,1528,24.2,446,7.06,126,2,275,4.36,36,29,32.5,31,32,6,0,0,0,24,303,1161,794,818,1114,1412,413,230,45
Spe,6314,468716.73,98.19,93,4214,66.74,1528,24.2,446,7.06,126,2,275,4.36,36,29,32.5,31,32,6,0,0,0,24,303,1161,794,818,1114,1412,413,230,45
DDl,7358,551199.08,98.78,93,4741,64.43,2025,27.52,524,7.12,68,0.92,179,2.43,33,33,33,35,33.67,6,0,0,0,31,350,905,1022,1076,1357,1741,697,158,21
ECo,7976,605924.96,98.73,93,4903,61.47,2340,29.34,667,8.36,66,0.83,217,2.72,34,34,34,33,33.67,6,0,0,0,0,68,833,1264,1487,1251,1869,987,193,24
Dec,7976,590523.61,98.8,93,5655,70.9,1757,22.03,537,6.73,27,0.34,148,1.86,31,37,34,36,34.67,6,0,0,0,50,501,936,1185,1377,1606,1483,690,136,12
DCr,7358,544253.63,98.58,93,5095,69.24,1812,24.63,413,5.61,38,0.52,141,1.92,35,36,35.5,37,36,6,0,0,0,58,383,979,1191,1149,1335,1514,608,130,11
Blu,7358,534936.47,97.91,93,5436,73.88,1552,21.09,356,4.84,14,0.19,65,0.88,38,38,38,38,38,6,0,0,0,51,523,1002,1433,1396,1031,1241,616,61,4
Acr,7358,529586.26,97.91,93,5641,76.66,1432,19.46,274,3.72,11,0.15,49,0.67,38,39,38.5,39,38.67,6,0,0,0,73,526,1126,1539,1404,973,1173,495,45,4
