sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Imp,8403,766219.7,99.9,95.3,217,2.58,2963,35.26,3195,38.02,2028,24.13,5058,60.19,1,1,1,1,1,1,1,0,0,0,0,0,1,19,207,834,2284,2881,2177
EWa,8403,746380.43,99.9,95.3,403,4.8,3881,46.19,2738,32.58,1381,16.43,4022,47.86,1,2,1.5,2,1.67,1,1,0,0,0,0,1,26,141,673,1441,2099,2564,1458
All,8403,724416.63,99.9,95.3,802,9.54,4841,57.61,1764,20.99,996,11.85,2682,31.92,1,4,2.5,5,3.33,1,1,0,0,7,32,39,74,278,972,2506,1813,1604,1078
Ade,8010,696739.5,99.81,95.3,541,6.75,4323,53.97,1962,24.49,1184,14.78,3076,38.4,5,3,4,4,4,1,2,0,0,4,20,54,67,141,861,2491,1296,1762,1314
Jug,9085,797345.8,99.78,95.3,845,9.3,4642,51.1,2637,29.03,961,10.58,3442,37.89,6,5,5.5,3,4.67,2,2,0,0,0,0,2,30,239,744,1774,2854,2399,1043
Tel,9085,770634.93,99.75,95.3,1135,12.49,5700,62.74,1481,16.3,769,8.46,2176,23.95,7,7,7,8,7.33,2,2,0,0,10,47,54,144,407,1255,3037,1955,1347,829
Sup,8403,720962.96,99.74,95.3,1060,12.61,4813,57.28,1972,23.47,558,6.64,2421,28.81,8,9,8.5,6,7.67,3,0,0,0,0,3,18,111,409,1161,1894,2386,1791,630
DDl,8403,702215.35,99.9,95.3,1637,19.48,5009,59.61,1012,12.04,745,8.87,1700,20.23,1,6,3.5,17,8,2,2,0,1,18,75,119,138,368,1682,3008,1294,922,778
Mai,8403,718029.24,99.74,95.3,1132,13.47,4923,58.59,1882,22.4,466,5.55,2240,26.66,8,12,10,7,9,3,0,0,0,0,3,19,116,437,1235,1938,2415,1706,534
PFr,9085,756392.44,99.74,95.3,1943,21.39,5188,57.11,1422,15.65,532,5.86,1885,20.75,8,11,9.5,12,10.33,2,5,0,16,37,30,98,373,714,1566,2307,2059,1313,572
Stu,8403,717061.77,99.73,95.3,1422,16.92,4834,57.53,1681,20,466,5.55,2067,24.6,11,12,11.5,9,10.67,4,0,0,0,0,0,7,74,467,1162,2169,2457,1556,511
Man,9085,759671.95,99.72,95.3,1945,21.41,5099,56.13,1497,16.48,544,5.99,1958,21.55,12,10,11,11,11,2,5,0,0,0,8,100,377,688,1588,2333,2033,1365,593
Wan,6902,589378.27,99.69,95.3,878,12.72,3999,57.94,1557,22.56,468,6.78,1960,28.4,17,8,12.5,10,11.67,3,0,0,0,0,0,1,33,293,1205,1920,1490,1458,502
SBl,9085,756602.78,99.72,95.3,2016,22.19,5168,56.88,1431,15.75,470,5.17,1838,20.23,12,14,13,13,13,2,0,0,0,0,13,115,382,723,1645,2417,1952,1332,506
Fla,9085,748482.01,99.71,95.3,2265,24.93,5122,56.38,1326,14.6,372,4.09,1592,17.52,15,17,16,20,17.33,3,0,2,23,36,46,152,423,793,1678,2418,1922,1171,421
FaL,8403,705471.67,99.7,95.3,1573,18.72,5080,60.45,1408,16.76,342,4.07,1675,19.93,16,18,17,19,17.67,4,0,0,0,1,6,43,182,686,1421,2146,2243,1312,363
DCr,8403,681610.93,99.72,95.3,2569,30.57,4659,55.44,809,9.63,366,4.36,1135,13.51,12,16,14,27,18.33,4,0,0,6,63,115,165,237,754,2211,2592,1125,739,396
Dan,9085,749381.27,99.55,95.3,2230,24.55,5037,55.44,1466,16.14,352,3.87,1740,19.15,25,20,22.5,15,20,4,0,0,38,77,80,199,488,686,1423,1973,2381,1345,395
Wal,9085,746649.25,99.68,95.3,2488,27.39,5040,55.48,1212,13.34,345,3.8,1478,16.27,18,21,19.5,22,20.33,4,0,0,0,3,27,183,451,864,1825,2427,1827,1109,369
Dec,9085,751721.36,99.56,95.3,2196,24.17,5042,55.5,1569,17.27,278,3.06,1740,19.15,24,24,24,15,21,4,0,7,42,63,81,194,462,693,1215,1994,2594,1428,312
Tou,9085,764128.32,99.54,95.3,1884,20.74,5361,59.01,1539,16.94,301,3.31,1746,19.22,26,23,24.5,14,21,4,0,0,0,0,0,21,165,666,1518,2455,2514,1395,351
Sur,8403,708078.33,99.54,95.3,1654,19.68,4974,59.19,1478,17.59,297,3.53,1684,20.04,26,22,24,18,22,4,0,0,0,0,0,16,137,609,1371,2268,2318,1337,347
Dou,9085,737226.26,99.63,95.3,2624,28.88,5092,56.05,1003,11.04,366,4.03,1306,14.38,23,19,21,25,22.33,3,0,0,17,99,97,213,530,885,1759,2480,1699,907,399
War,6314,514857.27,99.64,95.3,1600,25.34,3882,61.48,541,8.57,291,4.61,811,12.84,21,15,18,33,23,3,0,0,0,0,0,0,74,700,2141,1958,630,507,304
Smi,9085,730969.71,99.65,95.3,3150,34.67,4773,52.54,966,10.63,196,2.16,1098,12.09,19,31,25,29,26.33,6,0,7,42,45,84,264,558,1033,1962,2334,1658,882,216
Blu,8403,699024.29,99.49,95.3,2054,24.44,4837,57.56,1329,15.82,183,2.18,1418,16.87,31,30,30.5,23,28,6,0,0,15,25,39,106,333,699,1144,2075,2549,1201,217
ECo,9085,758002.16,99.49,95.3,2163,23.81,5324,58.6,1432,15.76,166,1.83,1520,16.73,31,32,31.5,21,28,4,0,0,0,3,16,90,280,711,1472,2327,2666,1322,198
MaA,9085,724508.37,99.65,95.3,3425,37.7,4680,51.51,820,9.03,160,1.76,934,10.28,19,34,26.5,32,28.33,6,0,5,43,47,120,295,606,1142,2105,2288,1500,755,179
Ant,9085,739481.11,99.47,95.3,2645,29.11,4967,54.67,1263,13.9,210,2.31,1407,15.49,34,27,30.5,24,28.33,4,0,0,50,86,107,291,514,773,1532,2147,2178,1165,242
Ele,9085,721989.97,99.53,95.3,3253,35.81,4853,53.42,770,8.48,209,2.3,939,10.34,28,28,28,30,28.67,4,0,3,52,109,136,319,651,1082,1925,2382,1487,715,224
Cur,9085,734674.31,99.46,95.3,2796,30.78,4939,54.36,1138,12.53,212,2.33,1281,14.1,35,26,30.5,26,29,4,0,0,54,100,117,279,593,800,1678,2167,2016,1035,246
Fir,9085,722003.39,99.52,95.3,3240,35.66,4871,53.62,772,8.5,202,2.22,936,10.3,29,29,29,31,29.67,4,0,3,52,107,138,311,654,1094,1935,2352,1503,714,222
FaH,8403,692056.02,99.52,95.3,2248,26.75,4995,59.44,1010,12.02,150,1.79,1100,13.09,29,33,31,28,30,6,0,0,0,0,7,58,296,816,1784,2352,1990,924,176
Eag,8403,660194.17,99.64,95.3,3435,40.88,4270,50.82,578,6.88,120,1.43,650,7.74,21,36,28.5,37,31.33,6,0,11,72,98,130,349,715,1122,1792,2120,1344,522,128
Sta,6314,491124.78,99.49,95.3,2952,46.75,2781,44.04,400,6.34,181,2.87,567,8.98,31,25,28,38,31.33,6,0,0,16,84,69,160,544,1272,1907,1299,396,374,193
Arc,9085,708366.35,99.44,95.3,3950,43.48,4432,48.78,596,6.56,107,1.18,664,7.31,36,37,36.5,36,36.33,6,0,6,75,129,189,446,745,1252,2128,2208,1243,540,124
Cat,6314,494323.48,99.44,95.3,2178,34.49,3754,59.46,272,4.31,110,1.74,372,5.89,36,35,35.5,40,37,6,0,0,7,124,178,172,256,730,1954,2132,389,252,120
Thr,6902,559716.23,99.1,95.3,2157,31.25,3988,57.78,689,9.98,68,0.99,689,9.98,40,38,39,35,37.67,6,0,0,0,13,126,368,346,434,1013,2222,1691,607,82
MaD,9085,701049.48,99.38,95.3,4401,48.44,4096,45.09,504,5.55,84,0.92,552,6.08,38,39,38.5,39,38.67,6,0,11,86,140,232,500,787,1353,2276,1998,1150,461,91
Acr,8403,672965.15,98.54,95.3,3279,39.02,4311,51.3,761,9.06,52,0.62,760,9.04,41,41,41,34,38.67,6,0,17,57,81,106,289,526,941,1507,2110,2009,691,69
Mac,6314,460771.41,99.33,95.3,4139,65.55,1901,30.11,230,3.64,44,0.7,253,4.01,39,40,39.5,41,40,6,0,24,224,235,219,410,861,1382,1632,791,283,198,55
