sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
War,8530,756304.59,99.95,94.9,25,0.29,3483,40.83,2469,28.94,2553,29.93,4354,51.04,1,1,1.0,1,1.0,1,1,0.0,0.0,0.0,0.0,37.0,117.0,219.0,1170.0,1342.0,1291.0,1852.0,2502.0
Bat,8530,738072.35,99.95,94.9,32,0.38,4631,54.29,2742,32.15,1125,13.19,2683,31.45,1,3,2.0,2,2.0,1,2,0.0,0.0,0.0,0.0,3.0,30.0,312.0,1269.0,1943.0,2290.0,1579.0,1104.0
PFr,8530,721867.97,99.95,94.9,73,0.86,5390,63.19,2187,25.64,880,10.32,2125,24.91,1,4,2.5,4,3.0,1,2,0.0,0.0,0.0,0.0,28.0,167.0,580.0,1641.0,2081.0,1908.0,1262.0,863.0
Swo,6314,538047.79,99.71,94.9,184,2.91,3352,53.09,1878,29.74,900,14.25,2199,34.83,8,2,5.0,3,4.33,2,0,0.0,0.0,0.0,26.0,45.0,144.0,558.0,1186.0,995.0,1161.0,1328.0,871.0
Fla,8530,708817.08,99.95,94.9,231,2.71,5785,67.82,1836,21.52,678,7.95,1735,20.34,1,7,4.0,7,5.0,1,5,0.0,0.0,0.0,8.0,55.0,264.0,988.0,1824.0,1962.0,1694.0,1080.0,655.0
SBl,8530,711884.32,99.73,94.9,245,2.87,5598,65.63,1995,23.39,692,8.11,1906,22.34,6,6,6.0,5,5.67,1,5,0.0,0.0,0.0,4.0,39.0,227.0,954.0,1782.0,1940.0,1678.0,1236.0,670.0
Whi,8530,708803.17,99.73,94.9,56,0.66,5732,67.2,2008,23.54,734,8.6,1892,22.18,6,5,5.5,6,5.67,2,2,0.0,0.0,36.0,104.0,81.0,305.0,791.0,1658.0,1936.0,1727.0,1176.0,716.0
Pow,8530,700855.76,99.66,94.9,131,1.54,5981,70.12,1807,21.18,611,7.16,1627,19.07,10,9,9.5,8,9.0,2,5,0.0,0.0,48.0,112.0,116.0,373.0,1022.0,1691.0,1874.0,1667.0,1024.0,603.0
All,7880,630380.97,99.91,94.9,935,11.87,5115,64.91,1408,17.87,422,5.36,1272,16.14,5,12,8.5,12,9.67,2,3,0.0,14.0,59.0,149.0,209.0,890.0,1027.0,1381.0,1635.0,1244.0,864.0,408.0
EPl,8530,677720.98,99.65,94.9,1772,20.77,4869,57.08,1428,16.74,461,5.4,1324,15.52,11,11,11.0,11,11.0,3,5,0.0,0.0,0.0,0.0,393.0,1129.0,1451.0,1599.0,1431.0,1203.0,881.0,443.0
Imp,7880,632300.06,99.56,94.9,1417,17.98,4534,57.54,1438,18.25,491,6.23,1347,17.09,14,10,12.0,10,11.33,3,0,0.0,0.0,0.0,0.0,260.0,957.0,1262.0,1431.0,1415.0,1208.0,863.0,484.0
Axe,6314,506904.67,99.37,94.9,561,8.89,3962,62.75,1323,20.95,468,7.41,1380,21.86,19,8,13.5,9,12.0,3,0,0.0,30.0,143.0,234.0,157.0,367.0,982.0,993.0,1098.0,930.0,925.0,455.0
EWa,7880,630803.76,99.49,94.9,1477,18.74,4477,56.81,1544,19.59,382,4.85,1270,16.12,16,13,14.5,13,14.0,3,0,0.0,0.0,14.0,57.0,133.0,1108.0,1124.0,1423.0,1501.0,1250.0,893.0,377.0
Sun,8530,677411.98,99.61,94.9,617,7.23,6207,72.77,1346,15.78,360,4.22,1135,13.31,12,16,14.0,16,14.67,3,5,0.0,10.0,81.0,169.0,248.0,638.0,1409.0,1875.0,1738.0,1227.0,780.0,355.0
Thi,8530,673713.06,99.54,94.9,2063,24.19,4738,55.55,1333,15.63,396,4.64,1208,14.16,15,15,15.0,14,14.67,3,0,0.0,0.0,0.0,0.0,425.0,1203.0,1479.0,1630.0,1429.0,1156.0,836.0,372.0
Jug,8530,672816.97,99.45,94.9,2076,24.34,4731,55.46,1321,15.49,402,4.71,1197,14.03,17,14,15.5,15,15.33,4,0,0.0,0.0,0.0,0.0,435.0,1226.0,1459.0,1664.0,1443.0,1106.0,808.0,389.0
Tel,8530,663293.99,99.67,94.9,1410,16.53,5683,66.62,1136,13.32,301,3.53,950,11.14,9,20,14.5,20,16.33,4,5,0.0,30.0,106.0,245.0,323.0,1284.0,1296.0,1655.0,1497.0,1144.0,659.0,291.0
Smi,8530,677908.58,99.42,94.9,1094,12.83,5894,69.1,1183,13.87,359,4.21,1013,11.88,18,17,17.5,17,17.33,4,0,0.0,0.0,5.0,60.0,185.0,924.0,1522.0,1888.0,1724.0,1209.0,674.0,339.0
Cal,8530,673234.97,99.34,94.9,611,7.16,6404,75.08,1224,14.35,291,3.41,997,11.69,21,21,21.0,18,20.0,4,0,0.0,12.0,97.0,148.0,239.0,685.0,1589.0,1929.0,1690.0,1144.0,712.0,285.0
Stu,7880,615959.72,99.3,94.9,2033,25.8,4509,57.22,1030,13.07,308,3.91,895,11.36,24,18,21.0,21,21.0,4,0,0.0,0.0,0.0,21.0,444.0,1175.0,1443.0,1601.0,1313.0,988.0,595.0,300.0
Per,8530,660856.01,99.35,94.9,1117,13.09,6132,71.89,1022,11.98,259,3.04,819,9.6,20,23,21.5,22,21.67,4,0,0.0,24.0,119.0,214.0,347.0,1071.0,1561.0,1779.0,1584.0,1012.0,572.0,247.0
Spe,6314,495395.29,99.13,94.9,901,14.27,3917,62.04,1273,20.16,223,3.53,984,15.58,32,19,25.5,19,23.33,4,0,0.0,48.0,171.0,165.0,235.0,645.0,1066.0,967.0,1121.0,912.0,776.0,208.0
Sup,7880,612809.38,99.33,94.9,1830,23.22,4753,60.32,1083,13.74,214,2.72,775,9.84,22,27,24.5,25,24.67,6,0,0.0,0.0,38.0,97.0,345.0,1272.0,1291.0,1668.0,1328.0,1066.0,572.0,203.0
Sur,7880,610966.41,99.19,94.9,2145,27.22,4554,57.79,928,11.78,253,3.21,793,10.06,28,22,25.0,24,24.67,6,0,0.0,0.0,6.0,40.0,478.0,1250.0,1481.0,1641.0,1295.0,896.0,549.0,244.0
Tou,8530,658294.51,99.19,94.9,2472,28.98,4846,56.81,956,11.21,256,3.0,812,9.52,28,24,26.0,23,25.0,6,0,0.0,0.0,6.0,40.0,581.0,1414.0,1640.0,1764.0,1354.0,919.0,565.0,247.0
DDl,7880,592470.45,99.57,94.9,2207,28.01,4749,60.27,775,9.84,149,1.89,606,7.69,13,33,23.0,31,25.67,4,0,0.0,48.0,145.0,268.0,675.0,1235.0,1604.0,1431.0,1173.0,695.0,461.0,145.0
Cle,8530,661763.45,99.29,94.9,1213,14.22,6139,71.97,935,10.96,243,2.85,762,8.93,25,25,25.0,27,25.67,6,0,0.0,8.0,53.0,146.0,349.0,1111.0,1716.0,1837.0,1591.0,957.0,525.0,237.0
Mai,7880,610530.53,99.33,94.9,1885,23.92,4747,60.24,1036,13.15,212,2.69,744,9.44,22,28,25.0,28,26.0,6,0,0.0,0.0,40.0,117.0,364.0,1298.0,1332.0,1665.0,1283.0,1037.0,543.0,201.0
Thr,8530,662130.38,99.25,94.9,945,11.08,6371,74.69,973,11.41,241,2.83,774,9.07,26,26,26.0,26,26.0,6,0,0.0,27.0,104.0,175.0,312.0,932.0,1754.0,1852.0,1598.0,1002.0,541.0,233.0
FaL,7880,602531.73,99.25,94.9,2108,26.75,4793,60.82,820,10.41,159,2.02,592,7.51,26,32,29.0,32,30.0,6,0,0.0,0.0,62.0,155.0,465.0,1350.0,1431.0,1700.0,1241.0,884.0,436.0,156.0
FaH,7880,601632.07,99.12,94.9,2398,30.43,4528,57.46,762,9.67,192,2.44,619,7.86,33,29,31.0,30,30.67,6,0,0.0,0.0,26.0,93.0,615.0,1345.0,1572.0,1661.0,1142.0,807.0,431.0,188.0
Eag,7880,587990.07,99.19,94.9,2062,26.17,5006,63.53,686,8.71,126,1.6,482,6.12,28,34,31.0,34,32.0,6,0,2.0,40.0,172.0,309.0,631.0,1374.0,1515.0,1564.0,1116.0,675.0,359.0,123.0
OnG,8530,639137.6,99.12,94.9,3085,36.17,4627,54.24,635,7.44,183,2.15,546,6.4,33,31,32.0,33,32.33,6,0,0.0,0.0,67.0,121.0,903.0,1629.0,1820.0,1741.0,1096.0,607.0,368.0,178.0
Mac,6314,483516.79,98.86,94.9,1055,16.71,4085,64.7,1028,16.28,146,2.31,731,11.58,38,30,34.0,29,32.33,6,0,2.0,78.0,227.0,251.0,313.0,792.0,1000.0,1078.0,1028.0,814.0,595.0,136.0
DCr,7880,581016.64,99.15,94.9,2537,32.2,4641,58.9,611,7.75,91,1.15,425,5.39,31,37,34.0,36,34.67,6,0,0.0,54.0,193.0,329.0,783.0,1473.0,1616.0,1423.0,972.0,612.0,338.0,87.0
ECo,8530,638064.62,99.03,94.9,2966,34.77,4842,56.76,601,7.05,121,1.42,449,5.26,36,35,35.5,35,35.33,6,0,0.0,12.0,43.0,143.0,803.0,1699.0,1748.0,1911.0,1111.0,611.0,335.0,114.0
Dec,8530,633323.15,99.1,94.9,2301,26.98,5555,65.12,577,6.76,97,1.14,394,4.62,35,38,36.5,37,36.67,6,0,2.0,51.0,177.0,278.0,603.0,1680.0,1754.0,1787.0,1120.0,684.0,300.0,94.0
ShM,6314,454879.72,99.03,94.9,2945,46.64,3075,48.7,209,3.31,85,1.35,213,3.37,36,36,36.0,39,37.0,6,0,0.0,7.0,97.0,240.0,1032.0,1398.0,1305.0,1230.0,590.0,202.0,131.0,82.0
