sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
EPl,7943,701264.42,99.9,93.8,452,5.69,2788,35.1,3279,41.28,1424,17.93,3097,38.99,1,2,1.5,1,1.33,1,1,0,0,0,0,0,3,41,408,1960,2434,2095,1002
War,6868,575089.2,99.9,93.8,1982,28.86,1943,28.29,1684,24.52,1259,18.33,1943,28.29,1,1,1,3,1.67,1,1,0,0,4,91,341,672,367,507,1146,1797,871,1072
Bat,7943,661890.18,99.9,93.8,2374,29.89,2705,34.06,1868,23.52,996,12.54,1917,24.13,1,3,2,4,2.67,1,2,0,0,0,6,251,657,438,1022,1995,1657,1194,723
PFr,7943,643640.49,99.9,93.8,3117,39.24,2052,25.83,1822,22.94,952,11.99,1903,23.96,1,4,2.5,5,3.33,1,2,0,0,6,208,600,1040,427,836,1480,1443,1214,689
Thi,7943,680687.07,99.8,93.8,1419,17.86,3033,38.18,2654,33.41,837,10.54,2121,26.7,5,6,5.5,2,4.33,2,3,0,0,0,0,1,64,379,975,2223,2180,1556,565
SBl,7943,641750.37,99.8,93.8,3196,40.24,2090,26.31,1866,23.49,791,9.96,1677,21.11,5,7,6,7,6.33,2,3,0,0,6,218,622,860,483,1007,1558,1512,1140,537
EWa,7326,596978.84,99.79,93.8,2726,37.21,2166,29.57,1650,22.52,784,10.7,1707,23.3,8,5,6.5,6,6.33,2,3,0,0,11,146,534,620,536,879,1628,1265,1191,516
Fla,7943,634129.77,99.8,93.8,3501,44.08,1987,25.02,1728,21.76,727,9.15,1564,19.69,5,9,7,8,7.33,2,3,0,0,19,266,693,1014,549,960,1476,1402,1068,496
Swo,6314,495085.67,99.69,93.8,2929,46.39,1759,27.86,1038,16.44,588,9.31,1054,16.69,11,8,9.5,11,10,3,0,0,3,60,297,720,866,449,534,1227,1104,615,439
Imp,7326,616503.7,99.51,93.8,1949,26.6,2771,37.82,1990,27.16,616,8.41,1512,20.64,16,10,13,9,11.67,3,5,0,0,0,0,1,129,626,1193,2079,1786,1105,407
Whi,7943,599580.6,99.74,93.8,4542,57.18,1879,23.66,1116,14.05,406,5.11,959,12.07,9,14,11.5,14,12.33,3,5,0,7,175,587,1267,1122,462,922,1416,1026,688,271
Sun,7943,591098.19,99.72,93.8,4845,61,1729,21.77,1011,12.73,358,4.51,823,10.36,10,15,12.5,16,13.67,3,0,0,23,257,755,1270,986,595,959,1308,967,582,241
Jug,7943,662979.5,99.49,93.8,2384,30.01,2982,37.54,1984,24.98,593,7.47,1491,18.77,20,11,15.5,10,13.67,3,0,0,0,0,0,11,238,740,1395,2296,1772,1114,377
Sup,7326,573229.52,99.5,93.8,3700,50.51,1923,26.25,1266,17.28,437,5.97,1033,14.1,18,12,15,12,14,3,0,0,0,51,329,692,863,724,1041,1428,1165,740,293
Smi,7943,613502.91,99.59,93.8,4282,53.91,2008,25.28,1299,16.35,354,4.46,959,12.07,13,16,14.5,14,14.33,3,0,0,0,63,389,879,1059,785,1107,1515,1187,741,218
Mai,7326,570245.91,99.5,93.8,3806,51.95,1917,26.17,1209,16.5,394,5.38,972,13.27,18,13,15.5,13,14.67,3,0,0,0,53,352,730,886,741,1044,1440,1108,712,260
Pow,7943,594024.63,99.68,93.8,4784,60.23,1771,22.3,1062,13.37,326,4.1,820,10.32,12,18,15,17,15.67,3,0,0,10,208,657,1300,1091,527,991,1354,985,611,209
Per,7943,580881.73,99.59,93.8,5227,65.81,1643,20.68,818,10.3,255,3.21,624,7.86,13,19,16,21,17.67,4,0,0,41,331,861,1284,993,720,997,1251,841,478,146
FaL,7326,559888.34,99.41,93.8,4186,57.14,1790,24.43,1048,14.31,302,4.12,803,10.96,21,17,19,18,18.67,4,0,0,5,110,424,820,987,772,1068,1396,941,613,190
Stu,7326,580544.47,99.23,93.8,3805,51.94,2257,30.81,1052,14.36,212,2.89,642,8.76,23,20,21.5,19,20.67,4,0,0,0,0,6,198,837,1144,1620,1815,1064,511,131
Cle,7943,582964.01,99.51,93.8,5287,66.56,1657,20.86,819,10.31,180,2.27,541,6.81,16,23,19.5,24,21,4,0,0,27,302,750,1236,1009,832,1131,1251,864,438,103
Cal,7943,586883.72,99.32,93.8,5079,63.94,1720,21.65,921,11.6,223,2.81,631,7.94,22,21,21.5,20,21,4,0,0,21,235,732,1254,1113,668,1056,1335,898,500,131
DDl,7326,533649.6,99.55,93.8,4928,67.27,1502,20.5,699,9.54,197,2.69,521,7.11,15,22,18.5,28,21.67,4,0,0,31,268,797,1186,1055,662,929,1191,686,395,126
ECo,7943,617983.71,99.17,93.8,4238,53.36,2364,29.76,1182,14.88,159,2,585,7.36,25,27,26,22,24.67,6,0,0,0,17,185,632,1015,976,1413,1893,1227,488,97
Sur,7326,572999.97,99.17,93.8,4069,55.54,2159,29.47,939,12.82,159,2.17,528,7.21,25,25,25,26,25.33,6,0,0,0,0,46,431,877,1147,1568,1726,1003,429,99
Tou,7943,619551.34,99.17,93.8,4524,56.96,2295,28.89,965,12.15,159,2,533,6.71,25,27,26,25,25.67,6,0,0,0,0,46,457,994,1305,1722,1840,1046,434,99
OnG,7943,614025.4,99.02,93.8,4466,56.23,2302,28.98,1003,12.63,172,2.17,559,7.04,31,26,28.5,23,26.67,6,0,0,0,10,247,670,978,1059,1502,1807,1111,448,111
