sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Imp,8370,709658.67,99.4,86.6,311,3.72,2366,28.27,3756,44.87,1937,23.14,920,10.99,1,2,1.5,1,1.33,1,1,0,0,0,0,0,10,47,254,5140,1999,651,269
War,6314,539829.61,99.4,86.6,307,4.86,1170,18.53,2961,46.9,1876,29.71,915,14.49,1,1,1,2,1.33,1,1,0,0,0,0,0,9,30,268,3217,1875,623,292
DDl,8370,646289.31,99.4,86.6,4695,56.09,1813,21.66,1299,15.52,563,6.73,261,3.12,1,8,4.5,9,6,1,2,0,0,39,411,486,504,1020,2235,2808,606,185,76
PFr,9051,703218.28,99.21,86.6,4615,50.99,1973,21.8,1671,18.46,792,8.75,417,4.61,7,6,6.5,5,6,1,1,0,16,136,291,356,786,1207,1823,3262,757,307,110
EWa,8370,675195.81,99.05,86.6,3018,36.06,2181,26.06,2038,24.35,1133,13.54,580,6.93,13,3,8,3,6.33,2,2,0,0,9,51,160,370,906,1522,3761,1011,412,168
Jug,9051,746441.94,99.06,86.6,1454,16.06,3554,39.27,2895,31.99,1148,12.68,551,6.09,12,4,8,4,6.67,2,2,0,0,1,7,49,170,374,853,5867,1179,433,118
Dou,9051,675352.56,99.4,86.6,5727,63.27,1548,17.1,1246,13.77,530,5.86,255,2.82,1,11,6,10,7.33,2,2,0,29,373,703,573,879,1340,1830,2540,529,163,92
Man,9051,711957.9,99.05,86.6,4232,46.76,2219,24.52,1797,19.85,803,8.87,402,4.44,13,5,9,6,8,2,2,0,2,46,148,279,744,1232,1781,3603,814,304,98
All,8370,642494.09,99.33,86.6,4720,56.39,1860,22.22,1281,15.3,509,6.08,242,2.89,6,10,8,11,9,2,5,0,0,49,433,528,620,1113,1977,2862,546,170,72
Fla,9051,693060.55,99.05,86.6,4930,54.47,2023,22.35,1495,16.52,603,6.66,267,2.95,13,9,11,8,10,2,5,0,29,174,353,477,922,1263,1712,3215,639,198,69
SBl,9051,700237.42,99.03,86.6,4565,50.44,2075,22.93,1689,18.66,722,7.98,356,3.93,16,7,11.5,7,10,2,5,0,35,133,298,416,827,1220,1636,3401,729,272,84
Tel,9051,683764.52,99.39,86.6,5606,61.94,1766,19.51,1226,13.55,453,5,196,2.17,5,16,10.5,13,11.33,3,0,0,1,118,661,655,692,1338,2141,2738,511,141,55
Swo,6314,511494.6,98.83,86.6,1975,31.28,2211,35.02,1773,28.08,355,5.62,149,2.36,18,12,15,16,15.33,3,0,0,0,0,11,16,105,424,1419,3709,481,120,29
Ade,7976,603358.51,98.7,86.6,5011,62.83,1552,19.46,997,12.5,416,5.22,197,2.47,19,15,17,12,15.33,3,2,0,6,109,600,579,556,968,2193,2359,409,144,53
Dan,9051,673268.96,99.13,86.6,5803,64.11,1722,19.03,1190,13.15,336,3.71,128,1.41,11,18,14.5,18,15.67,3,0,0,49,289,605,598,1087,1460,1715,2661,459,106,22
Ele,9051,654760.17,99.21,86.6,6337,70.01,1471,16.25,981,10.84,262,2.89,102,1.13,7,22,14.5,19,16,3,0,0,120,475,884,789,1104,1376,1589,2237,375,75,27
Wal,9051,687324.95,98.46,86.6,4938,54.56,2140,23.64,1485,16.41,488,5.39,184,2.03,21,13,17,14,16,3,0,0,58,185,390,593,969,1266,1477,3358,571,144,40
Sup,8370,648720.87,98.36,86.6,4240,50.66,2282,27.26,1401,16.74,447,5.34,174,2.08,22,14,18,15,17,4,0,0,4,60,189,356,747,1287,1597,3384,572,155,19
Fir,9051,653202.56,99.19,86.6,6392,70.62,1462,16.15,952,10.52,245,2.71,89,0.98,10,24,17,21,18.33,4,0,0,115,489,904,801,1116,1395,1572,2218,352,71,18
Mai,8370,645715.37,98.36,86.6,4402,52.59,2274,27.17,1297,15.5,397,4.74,148,1.77,22,17,19.5,17,18.67,4,0,0,4,67,202,381,805,1339,1604,3296,524,132,16
DCr,8370,618109.81,99.2,86.6,5717,68.3,1436,17.16,993,11.86,224,2.68,77,0.92,9,25,17,23,19,4,0,0,1,265,727,628,804,1490,1802,2242,334,57,20
Smi,9051,670456.65,97.42,86.6,5581,61.66,2122,23.44,1083,11.97,265,2.93,83,0.92,26,20,23,22,22.67,4,0,1,82,298,516,801,1103,1370,1410,2983,404,73,10
Stu,8370,665612.77,96.94,86.6,2819,33.68,3829,45.75,1445,17.26,277,3.31,93,1.11,30,19,24.5,20,23,4,0,0,0,9,43,184,455,741,1387,5043,415,76,17
FaL,8370,623950.58,97.3,86.6,4920,58.78,2102,25.11,1114,13.31,234,2.8,76,0.91,27,23,25,24,24.67,6,0,5,66,300,484,572,973,1227,1293,3002,372,72,4
Cur,9051,655656.04,98.95,86.6,6317,69.79,1603,17.71,949,10.49,182,2.01,65,0.72,17,32,24.5,26,25,4,0,0,91,448,768,817,1233,1478,1482,2370,299,52,13
Ant,9051,660036.66,98.31,86.6,6101,67.41,1750,19.33,1014,11.2,186,2.06,73,0.81,24,30,27,25,26.33,4,0,0,80,390,695,803,1233,1497,1403,2578,299,66,7
ECo,9051,697760.25,96.01,86.6,4064,44.9,3419,37.77,1303,14.4,265,2.93,65,0.72,33,20,26.5,26,26.33,6,0,0,11,90,236,527,908,1076,1216,4445,477,62,3
MaA,9051,662639.98,97.28,86.6,5923,65.44,1934,21.37,997,11.02,197,2.18,63,0.7,28,28,28,28,28,6,0,1,72,341,614,923,1217,1407,1348,2746,319,56,7
Arc,9051,636463.66,98.56,86.6,6751,74.59,1416,15.64,766,8.46,118,1.3,46,0.51,20,34,27,32,28.67,6,0,0,196,660,1026,1007,1269,1333,1260,2054,200,38,8
Blu,8370,639703.83,96.92,86.6,4107,49.07,3054,36.49,986,11.78,223,2.66,59,0.7,31,26,28.5,29,28.67,6,0,0,3,66,219,614,971,1137,1097,3855,349,57,2
Sur,8370,653660.59,95.6,86.6,3561,42.54,3392,40.53,1227,14.66,190,2.27,47,0.56,34,27,30.5,30,30.33,6,0,0,1,20,90,337,712,977,1424,4440,322,45,2
Tou,9051,706068.22,95.6,86.6,3888,42.96,3724,41.14,1248,13.79,191,2.11,47,0.52,34,29,31.5,30,31,6,0,0,2,25,113,377,759,1024,1588,4792,324,45,2
Ins,6314,462477.36,95.3,86.6,4517,71.54,1073,16.99,597,9.46,127,2.01,36,0.57,36,31,33.5,33,33.33,6,0,1,9,199,554,533,691,1140,1390,1559,202,35,1
Eag,8370,569332.34,97.82,86.6,6644,79.38,1306,15.6,380,4.54,40,0.48,8,0.1,25,39,32,38,34,6,0,7,297,860,1207,1178,1073,971,1051,1644,74,6,2
MaD,9051,626613.8,97.18,86.6,6962,76.92,1380,15.25,635,7.02,74,0.82,24,0.27,29,37,33,36,34,6,0,4,244,809,1110,1121,1262,1292,1120,1945,120,19,5
Dec,9051,658106.45,96.66,86.6,6006,66.36,2205,24.36,728,8.04,112,1.24,32,0.35,32,35,33.5,35,34,6,0,5,79,359,684,959,1217,1370,1333,2814,199,30,2
Wan,6314,479786.28,94.67,86.6,4178,66.17,1391,22.03,625,9.9,120,1.9,33,0.52,37,33,35,34,34.67,6,0,0,0,32,156,283,630,1330,1747,1905,198,33,0
FaH,8370,634054.13,94.07,86.6,4689,56.02,2782,33.24,812,9.7,87,1.04,11,0.13,38,36,37,37,37,6,0,0,7,58,258,652,1017,1165,1532,3494,176,11,0
Cat,6314,448648.35,91.05,86.6,5054,80.04,786,12.45,426,6.75,48,0.76,5,0.08,40,38,39,39,39,6,0,0,17,273,827,646,751,1243,1297,1154,101,5,0
Acr,8370,602177.02,93.73,86.6,5494,65.64,2302,27.5,534,6.38,40,0.48,4,0.05,39,39,39,40,39.33,6,0,2,68,353,744,1126,1238,973,990,2765,107,4,0
Sta,6314,436248.98,89.34,86.6,5085,80.54,876,13.87,332,5.26,21,0.33,0,0,41,41,41,41,41,6,0,2,70,533,828,796,1002,1034,820,1174,55,0,0
