sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Imp,7848,678270.67,99,87.1,683,8.7,392,4.99,3471,44.23,3302,42.07,1680,21.41,1,1,1,1,1,1,1,0,0,0,8,20,50,167,438,2000,3485,1272,408
Man,8497,654704.31,99,87.1,5205,61.26,1019,11.99,1572,18.5,701,8.25,384,4.52,1,4,2.5,4,3,1,1,0,0,34,258,471,824,1440,2178,2157,751,267,117
Dou,8497,646158.44,99,87.1,5127,60.34,1157,13.62,1588,18.69,625,7.36,398,4.68,1,6,3.5,3,3.33,1,1,0,0,19,455,931,761,1079,1882,2449,523,266,132
EWa,7848,601816.65,99,87.1,4658,59.35,1036,13.2,1588,20.23,566,7.21,333,4.24,1,7,4,7,5,1,1,2,22,93,319,450,728,1161,1883,2206,651,230,103
Jug,8497,675829.4,98.58,87.1,3743,44.05,880,10.36,2979,35.06,895,10.53,372,4.38,8,2,5,5,5,1,2,0,0,30,146,243,622,1049,1653,2835,1547,297,75
SBl,8497,649024.59,98.62,87.1,5445,64.08,952,11.2,1438,16.92,662,7.79,361,4.25,5,5,5,6,5.33,2,2,0,1,48,331,559,886,1452,2168,1991,700,264,97
PFr,8497,657573.56,98.55,87.1,5021,59.09,1189,13.99,1543,18.16,744,8.76,446,5.25,11,3,7,2,5.33,2,2,0,0,23,252,473,716,1366,2191,2371,659,304,142
DDl,7848,595111.09,98.62,87.1,4674,59.56,1109,14.13,1613,20.55,452,5.76,269,3.43,5,9,7,9,7.67,2,2,0,5,68,280,786,987,1043,1505,2442,463,174,95
All,7848,590827.85,98.62,87.1,4829,61.53,969,12.35,1655,21.09,395,5.03,230,2.93,5,11,8,10,8.67,2,3,0,8,79,349,865,1040,1007,1481,2332,457,151,79
Fla,8497,643702.44,98.57,87.1,5687,66.93,959,11.29,1254,14.76,597,7.03,316,3.72,10,8,9,8,8.67,2,3,0,1,49,363,634,967,1541,2132,1860,634,241,75
Ade,7422,545711.89,98.58,87.1,5097,68.67,767,10.33,1193,16.07,365,4.92,208,2.8,8,12,10,13,11,2,5,0,34,161,539,1048,880,998,1437,1745,372,148,60
Wal,8497,631364.73,98.39,87.1,6115,71.97,723,8.51,1202,14.15,457,5.38,223,2.62,13,10,11.5,11,11.33,3,5,0,11,112,494,822,1142,1554,1980,1519,640,180,43
Tel,8497,628745.4,98.53,87.1,5670,66.73,976,11.49,1478,17.39,373,4.39,210,2.47,12,16,14,12,13.33,3,5,0,18,132,518,1101,1201,1096,1604,2218,399,142,68
Ele,8497,621109.77,98.05,87.1,6256,73.63,866,10.19,966,11.37,409,4.81,197,2.32,15,13,14,14,14,3,5,0,0,97,815,1104,1062,1353,1825,1586,458,160,37
Fir,8497,617902.33,97.68,87.1,6407,75.4,785,9.24,921,10.84,384,4.52,173,2.04,20,15,17.5,15,16.67,3,0,0,0,115,857,1140,1086,1386,1823,1468,449,145,28
Sup,7848,571082.4,98.01,87.1,5861,74.68,638,8.13,1026,13.07,323,4.12,139,1.77,18,17,17.5,17,17.33,3,0,5,58,264,640,824,1066,1340,1664,1357,491,111,28
Mai,7848,567911.32,98.01,87.1,5957,75.9,592,7.54,989,12.6,310,3.95,128,1.63,18,18,18,18,18,4,0,7,66,297,673,852,1097,1347,1618,1292,471,101,27
Dan,8497,629310.15,97.02,87.1,6388,75.18,781,9.19,939,11.05,389,4.58,148,1.74,25,14,19.5,16,18.33,3,0,0,0,22,558,909,990,1707,2202,1436,525,136,12
Sur,7848,597581.94,98.05,87.1,4922,62.72,823,10.49,1815,23.13,288,3.67,92,1.17,15,19,17,22,18.67,4,0,0,1,82,234,461,928,1379,1837,2207,627,88,4
DCr,7848,564942.26,98.12,87.1,5999,76.44,744,9.48,856,10.91,249,3.17,121,1.54,14,24,19,19,19,4,0,0,18,187,716,1300,1092,1102,1584,1412,316,97,24
Tou,8497,644436.03,98.05,87.1,5405,63.61,855,10.06,1948,22.93,289,3.4,92,1.08,15,22,18.5,22,19.67,4,0,0,4,105,278,536,1036,1519,1927,2359,641,88,4
